event,date,doi,title,author,selectedPublicationsCount,posInSuggestions,activationSourceComponent,actionDetails
Clicked doi,14:24:38,10.1145/3430036.3430041,Survey of treemap layout algorithms,Scheibel et al.,6,3,suggested
Pub qd for selected,14:25:35,10.1145/3430036.3430041,Survey of treemap layout algorithms,Scheibel et al.,6,3,suggested
Pub deactivated,14:25:38,10.1145/3430036.3430041,Survey of treemap layout algorithms,Scheibel et al.,6,3,
Pub added,14:25:38,10.1145/3430036.3430054,,,,,
Pub added,14:25:38,10.1145/3430036.3430041,,,,,
Pub suggested,14:25:42,10.1109/tvcg.2022.3209450,SizePairs: Achieving Stable and Balanced Temporal Treemaps using Hierarchical Size-based Pairing,Han et al.,8,1,
Pub suggested,14:25:42,10.1109/tvcg.2012.108,Enhanced Spatial Stability with Hilbert and Moore Treemaps,Tak and Cockburn,8,2,
Pub suggested,14:25:42,10.1007/s00180-011-0272-2,Linked treemap: a 3D treemap-nodelink layout for visualizing hierarchical structures,Linsen and Behrendt,8,3,
Pub suggested,14:25:42,10.1109/iv.2004.1320166,Extending the utility of treemaps with flexible hierarchy,Chintalapani et al.,8,4,
Pub suggested,14:25:42,10.1007/s12650-022-00868-1,Visual variables and configuration of software maps,Limberger et al.,8,5,
Pub suggested,14:25:42,10.1007/s12650-022-00874-3,Procedural texture patterns for encoding changes in color in 2.5D treemap visualizations,Limberger et al.,8,6,
Pub suggested,14:25:42,10.3390/info11020123,Depicting More Information in Enriched Squarified Treemaps with Layered Glyphs,Soares et al.,8,7,
Pub suggested,14:25:42,10.1007/978-3-662-56689-3_3,Hierarchical-Layout Treemap for Context-Based Visualization,Wang et al.,8,8,
Pub suggested,14:25:42,10.1109/tvcg.2017.2745140,Stable Treemaps via Local Moves,Sondag et al.,8,9,
Pub suggested,14:25:42,10.1109/sibgrapi.2018.00027,A Stable Greedy Insertion Treemap Algorithm for Software Evolution Visualization,Faccin Vernier et al.,8,10,
Pub suggested,14:25:42,10.1145/3105971.3105976,Map-like visualisations vs. treemaps:  an experimental comparison,Biuk-Aghai et al.,8,11,
Pub suggested,14:25:42,10.1007/978-3-319-57336-6_14,Effectiveness and Efficiency of Using Different Types of Rectangular Treemap as Diagrams in Cartography,Zhou et al.,8,12,
Pub suggested,14:25:42,10.1109/iv.2016.61,Evaluation of Sketchiness as a Visual Variable for 2.5D Treemaps,Limberger et al.,8,13,
Pub suggested,14:25:42,10.1109/pacificvis.2015.7156360,Variational circular treemaps for interactive visualization of hierarchical data,Haisen Zhao and Lu,8,14,
